BOUNDARY_ID,LATITUDE,LONGITUDE
1,27.8550222222222,91.619
1,27.8558222222222,91.6256805555555
1,27.8537027777778,91.631325
1,27.8531833333333,91.6359166666667
1,27.8522444444444,91.6459027777778
1,27.8551722222222,91.6581111111111
1,27.8563555555556,91.6659861111111
1,27.8548111111111,91.6733611111111
1,27.8422388888889,91.6835888888889
1,27.8272166666667,91.6934916666667
1,27.8201972222222,91.698075
1,27.8148777777778,91.7061666666667
1,27.8113555555556,91.7134777777778
1,27.8085555555556,91.7250333333333
1,27.8013861111111,91.7501305555556
1,27.7993194444444,91.7619722222222
1,27.7992638888889,91.7749638888889
1,27.8010694444444,91.7825333333333
1,27.8026472222222,91.7924305555556
1,27.8062361111111,91.8028888888889
1,27.8068972222222,91.8079361111111
1,27.8009888888889,91.8143111111111
1,27.801375,91.8190694444444
1,27.80835,91.8280055555555
1,27.80555,91.8317416666667
1,27.7946472222222,91.8326722222222
1,27.7869333333333,91.8351305555556
1,27.7778638888889,91.8372222222222
1,27.7736111111111,91.8489166666667
1,27.7662027777778,91.852575
1,27.7630111111111,91.8549027777778
1,27.7572722222222,91.8565972222222
1,27.7402138888889,91.86125
1,27.7348611111111,91.8641444444444
1,27.7323805555556,91.8740555555556
1,27.7283833333333,91.8769083333333
1,27.7239194444444,91.8793666666667
1,27.7197444444444,91.8822361111111
1,27.7221333333333,91.8920055555556
1,27.7249722222222,91.905825
1,27.7242027777778,91.9119361111111
1,27.7160416666667,91.9185472222222
1,27.7129722222222,91.9222916666667
1,27.7194444444444,91.9375416666667
1,27.7265555555556,91.9485972222222
1,27.7374055555556,91.9533611111111
1,27.74855,91.9591388888889
1,27.74885,91.9646111111111
1,27.7493166666667,91.9693666666667
1,27.7577805555556,91.9764361111111
1,27.7626111111111,91.9824916666667
1,27.7678694444444,91.9874305555556
1,27.7663027777778,91.9985333333333
1,27.7653333333333,92.0038388888889
1,27.7625833333333,92.0142694444445
1,27.7550416666667,92.0412694444444
1,27.7548194444444,92.0521305555556
1,27.75695,92.058875
1,27.7657027777778,92.0711166666667
1,27.7776138888889,92.0880555555556
1,27.7911972222222,92.1027138888889
1,27.8084333333333,92.1234722222222
1,27.8222805555556,92.1424027777778
1,27.8348305555556,92.1596444444445
1,27.8407305555556,92.1744166666667
1,27.8498638888889,92.1928666666667
1,27.8548777777778,92.2038111111111
1,27.8567944444444,92.2139083333333
1,27.8604388888889,92.2376944444444
1,27.8613083333333,92.2497638888889
1,27.85995,92.2586388888889
1,27.8557027777778,92.2674777777778
1,27.8517111111111,92.270825
1,27.8423916666667,92.2745138888889
1,27.8229166666667,92.2807972222222
1,27.8052722222222,92.2880333333333
1,27.7769083333333,92.3106722222222
